Salary,Year,Player,Pos,Age,Team,Championship Wins,RunnerUp Count,TRB,AST,STL,BLK,TOV,PF,PER,FG%,3P%,FTA,FT%,PTS,Championship Appearance Y/N
2400000,1982,Jim Brewer,PF,30,Los Angeles Lakers,1.0,0.0,264.0,42,39.0,46.0,37.0,127,10.1,0.46299999999999997,0.16699999999999998,19,0.368,170,1.0
1700000,1982,Sonny Parker,SF,26,Golden State Warriors,0.0,0.0,177.0,89,39.0,11.0,51.0,101,12.6,0.473,0.0,72,0.667,280,0.0
1000000,1982,Jim Chones,C,32,Washington Bullets,0.0,0.0,185.0,64,15.0,32.0,41.0,114,8.6,0.433,0.0,46,0.7829999999999999,184,0.0
700000,1982,James Wilkes,SF,23,Chicago Bulls,0.0,0.0,159.0,64,30.0,18.0,62.0,112,11.8,0.48100000000000004,0.0,80,0.725,314,0.0
700000,1982,Jim Smith,PF,23,San Diego Clippers,0.0,0.0,182.0,46,22.0,51.0,47.0,185,9.2,0.509,0.0,85,0.45899999999999996,211,0.0
800000,1982,Joe Hassett,SG,26,Golden State Warriors,0.0,0.0,53.0,104,30.0,3.0,36.0,94,13.4,0.377,0.332,37,0.838,390,0.0
600000,1982,Ed Rains,SF,25,San Antonio Spurs,0.0,0.0,80.0,40,18.0,2.0,25.0,74,8.2,0.435,0.0,64,0.594,192,0.0
1200000,1982,Swen Nater,C,32,San Diego Clippers,0.0,0.0,192.0,30,6.0,9.0,48.0,64,16.4,0.5770000000000001,1.0,79,0.747,262,0.0
600000,1982,Toby Knight,SF,26,New York Knicks,0.0,0.0,82.0,23,14.0,11.0,21.0,74,13.0,0.557,0.0,25,0.68,221,0.0
900000,1982,Garry Witts,SF,22,Washington Bullets,0.0,0.0,62.0,38,17.0,4.0,35.0,74,9.5,0.583,0.5,40,0.825,132,0.0
2500000,1982,Kermit Washington,PF,30,Portland Trail Blazers,0.0,0.0,117.0,29,9.0,16.0,19.0,56,11.7,0.48700000000000004,0.0,41,0.585,100,0.0
900000,1982,Jim McElroy,PG,28,Atlanta Hawks,0.0,0.0,17.0,39,8.0,3.0,22.0,44,9.3,0.41600000000000004,0.2,36,0.8059999999999999,134,0.0
600000,1982,Robert Smith,PG,26,Milwaukee Bucks,0.0,0.0,14.0,44,10.0,1.0,14.0,35,10.6,0.473,0.2,12,0.833,116,0.0
600000,1982,John Lambert,PF,29,San Antonio Spurs,0.0,0.0,51.0,13,6.0,6.0,10.0,43,8.3,0.44799999999999995,0.0,14,0.929,65,0.0
900000,1982,John Johnson,SF,34,Seattle Supersonics,0.0,0.0,18.0,29,4.0,3.0,17.0,20,9.8,0.489,0.0,20,0.75,59,0.0
800000,1982,Brad Holland,SG,25,Milwaukee Bucks,0.0,0.0,0.0,2,0.0,0.0,1.0,1,-21.5,0.0,0.0,2,0.0,0,0.0
600000,1982,Ollie Johnson,SF,32,Philadelphia 76ers,0.0,1.0,22.0,10,13.0,3.0,13.0,28,12.4,0.5,0.33299999999999996,7,0.857,61,1.0
800000,1982,Rich Yonakor,PF,23,San Antonio Spurs,0.0,0.0,27.0,3,1.0,2.0,2.0,7,20.4,0.5379999999999999,0.0,7,0.7140000000000001,33,0.0
1000000,1982,Lowes Moore,PG,24,Cleveland Cavaliers,0.0,0.0,4.0,15,6.0,1.0,5.0,15,21.5,0.5,0.2,8,0.75,45,0.0
2000000,1983,Elvin Hayes,PF,37,Houston Rockets,0.0,0.0,616.0,158,50.0,81.0,200.0,232,14.7,0.47600000000000003,0.5,287,0.6829999999999999,1046,0.0
700000,1983,Wally Walker,SF,28,Houston Rockets,0.0,0.0,373.0,199,37.0,22.0,144.0,202,10.1,0.449,0.25,116,0.621,797,0.0
700000,1983,Joe Bryant,SF,28,Houston Rockets,0.0,0.0,277.0,186,82.0,30.0,177.0,258,10.4,0.44799999999999995,0.222,165,0.703,812,0.0
600000,1983,Bob Wilkerson,SF,28,Cleveland Cavaliers,0.0,0.0,242.0,189,68.0,16.0,160.0,157,9.2,0.41700000000000004,0.0,124,0.75,519,0.0
5000000,1983,Ed Sherod,PG,23,New York Knicks,0.0,0.0,149.0,311,96.0,14.0,104.0,112,11.4,0.406,0.077,80,0.65,395,0.0
800000,1983,Jerry Eaves,PG,23,Utah Jazz,0.0,0.0,122.0,210,51.0,3.0,152.0,116,13.0,0.48700000000000004,0.125,247,0.81,761,0.0
800000,1983,Billy McKinney,PG,27,Denver Nuggets,0.0,0.0,121.0,288,39.0,5.0,101.0,142,13.2,0.48700000000000004,0.0,167,0.8140000000000001,668,0.0
700000,1983,Ronnie Lester,PG,24,Chicago Bulls,0.0,0.0,172.0,332,51.0,6.0,134.0,121,13.4,0.45299999999999996,0.0,171,0.725,528,0.0
700000,1983,Marty Byrnes,SF,26,Indiana Pacers,0.0,0.0,191.0,179,41.0,6.0,73.0,149,9.6,0.42,0.231,95,0.747,391,0.0
700000,1983,Calvin Murphy,PG,34,Houston Rockets,0.0,0.0,74.0,158,59.0,4.0,89.0,163,14.8,0.447,0.28600000000000003,150,0.92,816,0.0
1700000,1983,Foots Walker,PG,31,New Jersey Nets,0.0,0.0,136.0,264,78.0,3.0,104.0,134,11.4,0.456,0.16699999999999998,149,0.779,346,0.0
2100000,1983,Brian Winters,SG,30,Milwaukee Bucks,0.0,0.0,110.0,156,45.0,4.0,81.0,132,12.1,0.434,0.324,85,0.8590000000000001,605,0.0
800000,1983,Tracy Jackson,SG,23,Chicago Bulls,0.0,0.0,179.0,105,64.0,11.0,83.0,132,11.9,0.467,0.154,126,0.73,492,0.0
600000,1983,Randy Smith,SG,34,Atlanta Hawks,0.0,0.0,8.0,14,2.0,0.0,9.0,17,11.5,0.439,0.0,14,0.929,71,0.0
700000,1983,Phil Smith,SG,30,Seattle Supersonics,0.0,0.0,130.0,216,44.0,8.0,102.0,113,11.7,0.43799999999999994,0.375,133,0.759,454,0.0
600000,1983,Sam Lacey,C,34,Cleveland Cavaliers,0.0,0.0,231.0,118,29.0,25.0,98.0,209,6.5,0.42,0.222,37,0.784,253,0.0
1000000,1983,Rudy Macklin,SF,24,Atlanta Hawks,0.0,0.0,190.0,71,41.0,10.0,89.0,189,10.9,0.47200000000000003,0.0,131,0.7709999999999999,441,0.0
3100000,1983,Glen Gondrezick,PF,27,Denver Nuggets,0.0,0.0,301.0,100,80.0,9.0,49.0,161,13.5,0.456,0.0,114,0.7190000000000001,350,0.0
600000,1983,Steve Hayes,C,27,Cleveland Cavaliers,0.0,0.0,236.0,36,17.0,41.0,49.0,215,8.2,0.479,0.0,51,0.569,237,0.0
6400000,1983,Dave Cowens,PF,34,Milwaukee Bucks,0.0,0.0,274.0,82,30.0,15.0,44.0,137,12.6,0.444,0.0,63,0.825,324,0.0
4300000,1983,Paul Griffin,PF,29,San Antonio Spurs,0.0,0.0,216.0,86,33.0,25.0,68.0,153,8.9,0.517,0.0,76,0.6970000000000001,173,0.0
700000,1983,Kevin Loder,SF,23,Kansas City Kings,0.0,0.0,125.0,72,29.0,8.0,64.0,98,10.9,0.46,0.556,80,0.6629999999999999,334,0.0
1900000,1983,Steve Mix,SF,35,Los Angeles Lakers,0.0,1.0,1.0,2,0.0,0.0,0.0,1,13.2,0.4,0.0,1,1.0,9,1.0
600000,1983,Spencer Haywood,PF,33,Washington Bullets,0.0,0.0,183.0,30,12.0,27.0,67.0,94,10.0,0.401,0.0,87,0.7240000000000001,313,0.0
800000,1983,Tom Owens,C,33,Detroit Pistons,0.0,0.0,186.0,44,12.0,14.0,48.0,115,8.7,0.42200000000000004,0.0,66,0.682,207,0.0
800000,1983,Bruce Flowers,PF,25,Cleveland Cavaliers,0.0,0.0,180.0,47,19.0,12.0,43.0,99,15.2,0.534,0.0,53,0.774,261,0.0
800000,1983,Larry Kenon,PF,30,Cleveland Cavaliers,0.0,0.0,117.0,34,21.0,9.0,39.0,49,13.2,0.47200000000000003,0.0,46,0.7609999999999999,235,0.0
600000,1983,Roger Phegley,SG,26,San Antonio Spurs,0.0,0.0,84.0,60,30.0,8.0,49.0,92,13.0,0.449,0.214,56,0.768,286,0.0
800000,1983,Dave Batton,C,26,Washington Bullets,0.0,0.0,119.0,29,15.0,13.0,28.0,56,10.4,0.445,0.0,17,0.47100000000000003,178,0.0
600000,1983,Charles Bradley,SG,23,Boston Celtics,0.0,0.0,78.0,28,32.0,27.0,42.0,84,8.7,0.392,0.0,90,0.511,184,0.0
900000,1983,Linton Townes,SF,23,Portland Trail Blazers,0.0,0.0,65.0,31,19.0,5.0,33.0,81,11.9,0.449,0.36,38,0.737,247,0.0
600000,1983,Carlos Terry,SG,26,Washington Bullets,0.0,0.0,99.0,46,24.0,13.0,20.0,79,7.9,0.368,0.0,15,0.667,88,0.0
600000,1983,Dwight Jones,PF,30,Los Angeles Lakers,0.0,1.0,114.0,22,13.0,9.0,35.0,82,8.8,0.47,0.0,48,0.667,156,1.0
600000,1983,Joel Kramer,C,27,Phoenix Suns,0.0,0.0,88.0,37,15.0,6.0,22.0,63,8.8,0.423,0.0,16,0.875,102,0.0
600000,1983,Clay Johnson,SG,26,Los Angeles Lakers,0.0,1.0,69.0,24,22.0,4.0,25.0,62,9.4,0.39299999999999996,0.0,48,0.792,144,1.0
800000,1983,Mark Radford,SG,23,Seattle Supersonics,0.0,0.0,47.0,104,34.0,4.0,74.0,78,12.1,0.488,0.222,73,0.41100000000000003,202,0.0
800000,1983,James Ray,PF,25,Denver Nuggets,0.0,0.0,126.0,39,24.0,19.0,50.0,83,11.9,0.45799999999999996,0.0,51,0.647,173,0.0
600000,1983,Bob Gross,SF,29,San Diego Clippers,0.0,0.0,66.0,34,22.0,7.0,24.0,69,8.7,0.42700000000000005,0.33299999999999996,19,0.632,83,0.0
700000,1983,Vince Taylor,SG,22,New York Knicks,0.0,0.0,36.0,41,20.0,2.0,30.0,54,7.6,0.363,0.0,32,0.6559999999999999,95,0.0
600000,1983,Jeff Judkins,SF,26,Portland Trail Blazers,0.0,0.0,43.0,17,15.0,2.0,17.0,39,10.9,0.44299999999999995,0.25,30,0.833,105,0.0
1100000,1983,Joe Cooper,C,25,San Diego Clippers,0.0,1.0,71.0,15,8.0,19.0,23.0,39,11.6,0.525,0.0,20,0.55,73,1.0
700000,1983,Scott Lloyd,C,30,Dallas Mavericks,0.0,0.0,46.0,21,6.0,6.0,6.0,24,11.1,0.38,0.0,17,0.647,49,0.0
800000,1983,Armond Hill,PG,29,Milwaukee Bucks,0.0,0.0,20.0,27,9.0,0.0,13.0,20,12.6,0.5379999999999999,0.0,22,0.818,46,0.0
900000,1983,Scott May,SF,28,Detroit Pistons,0.0,0.0,26.0,12,5.0,2.0,13.0,24,9.9,0.42,0.0,21,0.81,59,0.0
700000,1983,Geoff Crompton,C,27,San Antonio Spurs,0.0,0.0,48.0,7,3.0,5.0,5.0,25,9.7,0.41200000000000003,0.0,5,0.6,31,0.0
700000,1983,Billy Paultz,C,34,San Antonio Spurs,0.0,0.0,33.0,4,5.0,6.0,6.0,14,9.4,0.444,0.0,2,0.5,25,0.0
7300000,1984,Truck Robinson,PF,32,New York Knicks,0.0,0.0,545.0,94,43.0,27.0,160.0,217,10.4,0.489,0.0,206,0.6459999999999999,701,0.0
600000,1984,Geoff Huston,PG,26,Cleveland Cavaliers,0.0,0.0,96.0,413,38.0,1.0,145.0,126,13.3,0.498,0.182,154,0.7140000000000001,808,0.0
900000,1984,Phil Ford,PG,27,Houston Rockets,0.0,0.0,137.0,410,59.0,8.0,135.0,243,10.4,0.502,0.133,117,0.838,572,0.0
14300000,1984,Bob Lanier,C,35,Milwaukee Bucks,0.0,0.0,455.0,186,58.0,51.0,163.0,228,17.7,0.5720000000000001,0.0,274,0.708,978,0.0
1400000,1984,Rob Williams,PG,22,Denver Nuggets,0.0,0.0,194.0,464,84.0,5.0,169.0,268,13.3,0.461,0.319,209,0.818,804,0.0
2700000,1984,Billy Knight,SF,31,Kansas City Kings,0.0,0.0,255.0,160,54.0,6.0,155.0,122,14.3,0.491,0.28600000000000003,283,0.8590000000000001,963,0.0
3100000,1984,Greg Kelser,SF,26,San Diego Clippers,0.0,0.0,391.0,91,68.0,31.0,195.0,249,14.6,0.519,0.33299999999999996,356,0.7020000000000001,878,0.0
600000,1984,Mike Bratz,PG,28,Golden State Warriors,0.0,0.0,143.0,252,84.0,6.0,109.0,155,12.9,0.409,0.294,137,0.8759999999999999,561,0.0
4300000,1984,Sam Williams,PF,24,Philadelphia 76ers,0.0,0.0,326.0,60,62.0,103.0,96.0,203,13.0,0.47700000000000004,0.0,133,0.647,472,0.0
700000,1984,Steve Hawes,PF,33,Seattle Supersonics,0.0,0.0,220.0,99,24.0,16.0,52.0,144,9.5,0.48100000000000004,0.25,78,0.782,290,0.0
800000,1984,Fred Brown,SG,35,Seattle Supersonics,0.0,0.0,62.0,194,49.0,2.0,70.0,84,17.1,0.51,0.265,86,0.895,602,0.0
1300000,1984,Tiny Archibald,PG,35,Milwaukee Bucks,0.0,0.0,76.0,160,33.0,0.0,78.0,78,10.6,0.48700000000000004,0.222,101,0.634,340,0.0
600000,1984,Mark McNamara,C,24,San Antonio Spurs,0.0,0.0,317.0,31,14.0,12.0,89.0,138,11.9,0.621,0.0,157,0.47100000000000003,388,0.0
1800000,1984,Lorenzo Romar,PG,25,Milwaukee Bucks,0.0,0.0,92.0,192,55.0,8.0,63.0,76,14.9,0.46,0.125,90,0.722,387,0.0
600000,1984,Don Collins,SG,25,Golden State Warriors,0.0,0.0,129.0,67,43.0,14.0,80.0,119,12.4,0.483,0.2,89,0.73,440,0.0
1100000,1984,Bill Willoughby,SF,26,New Jersey Nets,0.0,0.0,193.0,56,23.0,24.0,53.0,106,11.2,0.48100000000000004,0.0,63,0.873,303,0.0
700000,1984,Paul Westphal,SG,33,Phoenix Suns,0.0,0.0,43.0,148,41.0,6.0,77.0,69,14.6,0.46,0.26899999999999996,142,0.8240000000000001,412,0.0
900000,1984,Rick Robey,C,28,Phoenix Suns,0.0,0.0,198.0,65,20.0,14.0,77.0,120,12.8,0.545,1.0,88,0.693,342,0.0
1000000,1984,Len Elmore,PF,31,New York Knicks,0.0,0.0,165.0,30,29.0,30.0,46.0,153,6.1,0.408,0.0,38,0.711,155,0.0
600000,1984,Reggie Johnson,PF,26,New Jersey Nets,0.0,0.0,138.0,40,24.0,18.0,59.0,141,11.3,0.496,0.0,126,0.73,346,0.0
800000,1984,Rickey Brown,C,25,Atlanta Hawks,0.0,0.0,181.0,29,18.0,23.0,53.0,161,9.0,0.46799999999999997,0.0,65,0.738,236,0.0
700000,1984,Keith Edmonson,SG,23,Denver Nuggets,0.0,0.0,18.0,7,4.0,1.0,16.0,16,12.2,0.489,0.0,25,0.72,64,0.0
700000,1984,Scooter McCray,PF,23,Seattle Supersonics,0.0,0.0,115.0,44,11.0,19.0,34.0,73,8.7,0.38799999999999996,0.0,50,0.7,129,0.0
1400000,1984,Johnny High,PG,26,Phoenix Suns,0.0,0.0,66.0,51,40.0,11.0,38.0,84,4.5,0.34600000000000003,0.0,29,0.345,46,0.0
700000,1984,Calvin Garrett,SF,27,Los Angeles Lakers,0.0,1.0,71.0,31,12.0,2.0,34.0,62,10.2,0.513,0.33299999999999996,39,0.769,188,1.0
600000,1984,Dane Suttle,SG,22,Kansas City Kings,0.0,0.0,46.0,46,20.0,0.0,32.0,46,15.3,0.509,0.0,47,0.851,258,0.0
800000,1984,Kenny Dennard,PF,25,Denver Nuggets,0.0,0.0,101.0,45,23.0,8.0,29.0,83,7.6,0.364,0.3,24,0.625,90,0.0
1500000,1984,Eric Fernsten,PF,30,New York Knicks,0.0,0.0,86.0,11,16.0,8.0,19.0,49,9.6,0.5579999999999999,0.0,34,0.735,83,0.0
900000,1984,David Thompson,SG,29,Seattle Supersonics,0.0,0.0,44.0,13,10.0,13.0,27.0,30,20.0,0.539,0.0,73,0.8490000000000001,240,0.0
800000,1984,John Garris,PF,24,Cleveland Cavaliers,0.0,0.0,77.0,10,8.0,6.0,11.0,40,18.5,0.51,0.0,34,0.794,131,0.0
700000,1984,Tom Boswell,PF,30,Utah Jazz,0.0,0.0,64.0,16,9.0,0.0,13.0,58,10.2,0.5379999999999999,1.0,21,0.762,73,0.0
600000,1984,Eddie Jordan,PG,29,Los Angeles Lakers,0.0,1.0,4.0,5,4.0,0.0,8.0,5,4.9,0.5,0.0,2,0.5,9,1.0
700000,1984,Dave Robisch,C,34,Kansas City Kings,0.0,0.0,29.0,6,3.0,1.0,0.0,15,9.4,0.375,0.0,13,0.846,47,0.0
800000,1984,Jim Spanarkel,SG,26,Dallas Mavericks,0.0,0.0,7.0,5,6.0,0.0,4.0,8,16.8,0.43799999999999994,0.5,13,0.6920000000000001,24,0.0
1500000,1985,Jerome Whitehead,C,28,Golden State Warriors,0.0,0.0,622.0,53,45.0,43.0,141.0,322,12.6,0.51,0.0,235,0.7829999999999999,1026,0.0
2400000,1985,Jim Thomas,SG,24,Indiana Pacers,0.0,0.0,261.0,234,76.0,5.0,131.0,195,13.0,0.478,0.19,234,0.782,885,0.0
1500000,1985,Lionel Hollins,PG,31,Houston Rockets,0.0,0.0,173.0,417,78.0,10.0,170.0,187,11.1,0.461,0.231,136,0.794,609,0.0
2000000,1985,Dan Issel,C,36,Denver Nuggets,0.0,0.0,331.0,137,65.0,31.0,93.0,171,16.9,0.45899999999999996,0.14300000000000002,319,0.8059999999999999,984,0.0
700000,1985,Rod Foster,PG,24,Phoenix Suns,0.0,0.0,80.0,186,61.0,0.0,117.0,171,12.1,0.45,0.325,110,0.755,696,0.0
600000,1985,Butch Carter,SG,26,New York Knicks,0.0,0.0,95.0,167,57.0,5.0,109.0,151,11.5,0.45,0.256,134,0.813,548,0.0
600000,1985,Alvin Scott,SF,29,Phoenix Suns,0.0,0.0,161.0,127,39.0,25.0,60.0,125,8.0,0.429,0.2,74,0.716,276,0.0
700000,1985,Kevin Grevey,SF,31,Milwaukee Bucks,0.0,0.0,103.0,94,30.0,2.0,55.0,85,10.7,0.44799999999999995,0.242,107,0.8220000000000001,476,0.0
900000,1985,Audie Norris,C,24,Portland Trail Blazers,0.0,0.0,250.0,47,42.0,33.0,100.0,221,10.6,0.5429999999999999,0.0,203,0.665,401,0.0
700000,1985,Joe Meriweather,C,31,Kansas City Kings,0.0,0.0,263.0,27,17.0,28.0,50.0,181,10.2,0.498,0.5,124,0.774,339,0.0
800000,1985,Harvey Catchings,C,33,Los Angeles Clippers,0.0,0.0,262.0,14,15.0,57.0,55.0,162,7.8,0.483,0.0,89,0.6629999999999999,203,0.0
700000,1985,Don Buse,PG,34,Kansas City Kings,0.0,0.0,61.0,203,38.0,1.0,45.0,75,10.5,0.40399999999999997,0.35600000000000004,30,0.767,218,0.0
1600000,1985,Ozell Jones,C,24,San Antonio Spurs,0.0,0.0,238.0,56,30.0,57.0,61.0,139,11.4,0.589,0.0,83,0.39799999999999996,245,0.0
2100000,1985,Sly Williams,SF,27,Atlanta Hawks,0.0,0.0,168.0,94,28.0,8.0,78.0,83,12.9,0.439,0.267,123,0.642,417,0.0
1000000,1985,Reggie King,SF,27,Seattle Supersonics,0.0,0.0,122.0,53,28.0,11.0,42.0,74,6.9,0.423,0.0,59,0.695,167,0.0
700000,1985,Jamaal Wilkes,SF,31,Los Angeles Lakers,1.0,0.0,94.0,41,19.0,3.0,49.0,65,11.0,0.488,0.0,66,0.773,347,1.0
600000,1985,Carlos Clark,SG,24,Boston Celtics,0.0,1.0,69.0,48,35.0,2.0,42.0,66,8.9,0.42100000000000004,0.0,53,0.774,169,1.0
1400000,1985,John Drew,SF,30,Utah Jazz,0.0,0.0,82.0,35,22.0,2.0,42.0,65,15.2,0.41200000000000003,0.0,122,0.77,308,0.0
900000,1985,J.J. Anderson,SF,24,Utah Jazz,0.0,0.0,82.0,21,29.0,9.0,32.0,70,8.2,0.409,0.0,45,0.6,149,0.0
700000,1985,Major Jones,PF,31,Detroit Pistons,0.0,0.0,128.0,15,9.0,14.0,35.0,58,11.1,0.552,0.0,51,0.647,129,0.0
700000,1985,M.L. Carr,SF,34,Boston Celtics,0.0,1.0,43.0,24,21.0,6.0,24.0,44,9.9,0.41600000000000004,0.391,17,1.0,150,1.0
1800000,1985,Larry Micheaux,PF,24,Houston Rockets,0.0,0.0,99.0,17,12.0,14.0,28.0,49,15.4,0.607,0.0,26,0.654,165,0.0
600000,1985,Walker Russell,PG,24,Atlanta Hawks,0.0,0.0,40.0,66,17.0,4.0,40.0,37,9.0,0.54,1.0,17,0.8240000000000001,83,0.0
600000,1985,Joe Kopicki,PF,24,Denver Nuggets,0.0,0.0,86.0,29,13.0,1.0,28.0,58,15.3,0.526,0.667,54,0.7959999999999999,145,0.0
1400000,1985,Ron Brewer,SG,29,New Jersey Nets,0.0,0.0,18.0,11,5.0,5.0,5.0,15,15.5,0.583,0.0,18,0.889,114,0.0
800000,1985,Michael Wilson,SG,25,New Jersey Nets,0.0,0.0,13.0,11,4.0,2.0,5.0,7,9.3,0.391,0.0,6,0.667,22,0.0
800000,1985,Charlie Criss,PG,36,Atlanta Hawks,0.0,0.0,14.0,22,3.0,0.0,11.0,5,6.9,0.41200000000000003,0.0,6,0.667,18,0.0
2600000,1986,Norm Nixon,PG,30,Los Angeles Clippers,0.0,0.0,180.0,576,84.0,3.0,190.0,143,15.7,0.43799999999999994,0.34700000000000003,162,0.809,979,0.0
900000,1986,George Gervin,SG,33,Chicago Bulls,0.0,0.0,215.0,144,49.0,23.0,161.0,210,16.0,0.47200000000000003,0.21100000000000002,322,0.879,1325,0.0
2300000,1986,Mickey Johnson,PF,33,New Jersey Nets,0.0,0.0,332.0,217,67.0,25.0,165.0,248,11.8,0.42200000000000004,0.20800000000000002,233,0.785,616,0.0
600000,1986,Kelvin Ransey,PG,27,New Jersey Nets,0.0,0.0,116.0,252,51.0,4.0,114.0,128,11.8,0.457,0.125,148,0.818,586,0.0
800000,1986,Franklin Edwards,PG,26,Los Angeles Clippers,0.0,0.0,86.0,259,89.0,4.0,137.0,87,13.7,0.45399999999999996,0.111,151,0.8740000000000001,657,0.0
900000,1986,Ken Bannister,PF,25,New York Knicks,0.0,0.0,322.0,42,42.0,24.0,129.0,208,10.4,0.491,0.0,249,0.526,601,0.0
1200000,1986,Ernie Grunfeld,SF,30,New York Knicks,0.0,0.0,206.0,119,39.0,13.0,50.0,192,9.8,0.41700000000000004,0.426,108,0.833,412,0.0
1800000,1986,Scott Wedman,SF,33,Boston Celtics,1.0,0.0,192.0,83,38.0,22.0,54.0,127,12.5,0.473,0.354,68,0.662,634,1.0
600000,1986,Terence Stansbury,SG,24,Indiana Pacers,0.0,0.0,139.0,206,59.0,8.0,139.0,200,9.5,0.433,0.17,132,0.8109999999999999,498,0.0
600000,1986,Ricky Sobers,SG,33,Seattle Supersonics,0.0,0.0,99.0,180,44.0,2.0,85.0,139,13.4,0.444,0.302,125,0.88,603,0.0
1500000,1986,James Bailey,PF,28,New York Knicks,0.0,0.0,334.0,50,33.0,40.0,99.0,207,12.6,0.456,0.0,167,0.772,533,0.0
7400000,1986,Darryl Dawkins,C,29,New Jersey Nets,0.0,0.0,251.0,77,16.0,59.0,124.0,227,19.5,0.644,0.0,297,0.7070000000000001,778,0.0
1100000,1986,Bill Garnett,PF,25,Indiana Pacers,0.0,0.0,275.0,95,39.0,22.0,91.0,174,10.5,0.469,0.0,162,0.716,340,0.0
900000,1986,Charles Pittman,PF,27,Phoenix Suns,0.0,0.0,246.0,58,37.0,23.0,107.0,140,10.3,0.583,0.0,141,0.7020000000000001,353,0.0
600000,1986,Mike O'Koren,SF,27,New Jersey Nets,0.0,0.0,135.0,118,29.0,9.0,54.0,134,9.9,0.47600000000000003,0.259,39,0.59,350,0.0
2500000,1986,Edgar Jones,PF,29,Cleveland Cavaliers,0.0,0.0,207.0,45,30.0,38.0,64.0,142,15.8,0.505,0.304,178,0.742,513,0.0
1900000,1986,Charles Davis,SF,27,Milwaukee Bucks,0.0,0.0,170.0,55,26.0,7.0,50.0,113,13.9,0.474,0.125,75,0.813,440,0.0
1000000,1986,Tom McMillen,C,33,Washington Bullets,0.0,0.0,113.0,35,9.0,10.0,34.0,85,10.4,0.46,0.0,79,0.81,326,0.0
800000,1986,Mitch Kupchak,PF,31,Los Angeles Lakers,0.0,0.0,191.0,17,12.0,7.0,64.0,102,10.7,0.48200000000000004,0.0,112,0.75,332,0.0
600000,1986,Rick Carlisle,SG,26,Boston Celtics,1.0,0.0,77.0,104,19.0,4.0,50.0,92,7.9,0.48700000000000004,0.0,23,0.652,199,1.0
700000,1986,Pete Verhoeven,PF,26,Golden State Warriors,0.0,0.0,160.0,29,29.0,17.0,30.0,141,10.1,0.539,0.5,43,0.581,206,0.0
900000,1986,Jeff Lamp,SF,26,San Antonio Spurs,0.0,0.0,79.0,53,19.0,1.0,38.0,67,14.4,0.502,0.235,69,0.812,332,0.0
700000,1986,Lonnie Shelton,PF,30,Cleveland Cavaliers,0.0,0.0,143.0,61,21.0,4.0,48.0,128,8.5,0.489,0.0,16,0.875,198,0.0
800000,1986,Bryan Warrick,PG,26,Indiana Pacers,0.0,0.0,66.0,109,25.0,2.0,48.0,76,11.2,0.47100000000000003,0.2,67,0.7909999999999999,217,0.0
1000000,1986,Johnny Davis,SG,30,Atlanta Hawks,0.0,0.0,19.0,112,13.0,0.0,38.0,32,13.9,0.43,0.5,59,0.8640000000000001,144,0.0
700000,1986,Bob McAdoo,C,34,Philadelphia 76ers,0.0,0.0,103.0,35,10.0,18.0,49.0,64,12.2,0.462,0.0,81,0.765,294,0.0
1000000,1986,Mike Glenn,SG,30,Milwaukee Bucks,0.0,0.0,57.0,39,9.0,3.0,18.0,42,12.0,0.495,0.0,49,0.9590000000000001,235,0.0
600000,1986,Pete Williams,PF,20,Denver Nuggets,0.0,0.0,146.0,14,19.0,23.0,19.0,68,11.6,0.604,0.0,40,0.425,151,0.0
1000000,1986,Jeff Wilkins,C,30,San Antonio Spurs,0.0,0.0,127.0,18,8.0,10.0,20.0,71,6.7,0.381,0.0,46,0.609,130,0.0
600000,1986,Larry Spriggs,SF,26,Los Angeles Lakers,0.0,0.0,81.0,49,18.0,9.0,54.0,78,10.5,0.45799999999999996,0.0,49,0.7759999999999999,214,0.0
600000,1986,Paul Thompson,SF,24,Philadelphia 76ers,0.0,0.0,63.0,24,15.0,17.0,30.0,49,9.3,0.361,0.16699999999999998,43,0.86,179,0.0
600000,1986,Quinn Buckner,PG,31,Indiana Pacers,0.0,0.0,51.0,86,40.0,3.0,55.0,80,9.9,0.47100000000000003,0.0,27,0.7040000000000001,117,0.0
600000,1986,David Thirdkill,PF,25,Boston Celtics,1.0,0.0,70.0,15,11.0,3.0,19.0,55,12.1,0.491,0.0,88,0.625,163,1.0
600000,1986,Jeff Cook,PF,29,Utah Jazz,0.0,0.0,5.0,0,0.0,0.0,3.0,1,6.8,0.5,0.0,1,1.0,7,0.0
600000,1986,Greg Stokes,PF,22,Philadelphia 76ers,0.0,0.0,57.0,17,14.0,11.0,19.0,56,10.6,0.47100000000000003,0.0,21,0.667,126,0.0
800000,1986,Willie White,SG,23,Denver Nuggets,0.0,0.0,44.0,53,18.0,2.0,25.0,24,15.1,0.44,0.28600000000000003,23,0.826,173,0.0
600000,1986,Rich Kelley,C,32,Sacramento Kings,0.0,0.0,81.0,43,10.0,3.0,22.0,62,11.0,0.5710000000000001,0.0,22,0.818,74,0.0
900000,1986,George Johnson,PF,29,Washington Bullets,0.0,0.0,2.0,0,0.0,0.0,1.0,1,11.5,0.33299999999999996,0.0,2,1.0,4,0.0
800000,1986,Wallace Bryant,C,26,Los Angeles Clippers,0.0,0.0,20.0,4,2.0,3.0,2.0,12,7.2,0.222,0.0,8,0.625,13,0.0
